MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch,PoolArea,Fence,SaleType,SaleCondition,LivLotRatio,Spaciousness,Bldg_1Fam,Bldg_Duplex,Bldg_Twnhs,Bldg_TwnhsE,Bldg_None,PorchTypes,MedNhbdArea,Feature1,Feature2,MSSubClass_encoded,SalePrice
0,3,100.0,10004,1,2,1,3,3,4,12,2,0,2,7,7,1964,1964,1,1,6,10,1,180.0,3,3,1,3,3,1,3,196.0,4,975.0,1516.0,1,3,2,5,1516,0,0,1516,0.0,0.0,1,1,3,1,3,6,8,0,0,1,1964.0,2,2.0,472.0,3,3,3,0,0,0,0,152,0,0,8,4,0.15153938424630148,252.66666666666666,1516,0,0,0,0,1,1200.0,3032.0,2977424.0,185148.03074712644,167000.0
0,3,75.0,7875,1,2,1,3,3,4,12,2,0,2,6,7,1961,1961,1,1,12,13,1,136.0,3,3,1,3,3,1,3,572.0,1,572.0,1144.0,1,4,2,5,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1961.0,1,2.0,456.0,3,3,3,0,0,0,0,0,0,2,8,4,0.14526984126984127,190.66666666666666,1144,0,0,0,0,0,1200.0,2288.0,2243384.0,185148.03074712644,139950.0
0,3,60.0,9600,1,2,1,3,3,4,19,2,0,2,5,8,1950,1995,1,1,12,6,2,0.0,3,3,1,4,3,1,4,442.0,1,625.0,1067.0,1,3,2,5,1067,0,0,1067,0.0,0.0,2,0,2,1,4,4,6,0,0,1,1996.0,1,2.0,436.0,3,3,3,290,0,0,0,0,0,0,8,4,0.11114583333333333,266.75,1067,0,0,0,0,1,1052.0,2134.0,2128665.0,185148.03074712644,128000.0
1,4,90.0,8100,1,1,1,3,3,4,17,2,0,2,6,7,1948,1973,1,1,12,13,2,0.0,3,3,0,3,3,1,3,338.0,1,1221.0,1559.0,1,4,2,5,1559,0,0,1559,1.0,0.0,1,0,2,1,3,5,6,0,0,5,1948.0,1,2.0,812.0,3,3,3,0,116,230,0,0,0,2,0,4,0.19246913580246913,311.8,1559,0,0,0,0,2,1374.0,3118.0,3075907.0,96269.79605263157,153500.0
13,4,21.0,1680,1,2,1,3,3,4,2,2,3,5,7,6,1973,1973,1,1,6,6,1,158.0,3,3,1,3,3,1,4,330.0,1,153.0,483.0,1,3,2,5,483,504,0,987,1.0,0.0,1,1,2,1,3,5,8,0,0,5,1973.0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,8,4,0.5875,197.4,0,0,987,0,0,0,1092.0,1470.0,952959.0,136561.39182692306,100000.0
0,3,75.0,9525,1,2,1,3,3,4,5,2,0,2,6,7,1995,2006,1,1,12,13,2,0.0,3,3,2,4,3,1,1,0.0,1,1099.0,1099.0,1,5,2,5,1099,0,0,1099,0.0,0.0,1,1,3,1,4,6,8,0,0,1,1999.0,1,1.0,352.0,3,3,3,278,0,0,0,0,0,0,8,4,0.11538057742782153,183.16666666666666,1099,0,0,0,0,1,1504.0,2198.0,2204594.0,185148.03074712644,144000.0
4,3,70.0,11767,1,2,1,3,3,4,7,2,0,0,6,7,1946,1995,1,1,8,8,2,0.0,3,3,1,3,3,1,4,352.0,1,416.0,768.0,1,5,2,5,768,432,0,1200,0.0,0.0,1,0,3,1,3,6,8,0,0,5,1946.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,8,4,0.10198011387779383,200.0,1200,0,0,0,0,0,1195.5,1968.0,1532160.0,144524.603,130500.0
6,2,0.0,12155,1,2,2,3,3,4,18,2,0,5,7,9,1925,1950,1,1,13,14,2,0.0,3,3,0,3,3,1,4,156.0,1,516.0,672.0,1,3,1,5,810,672,0,1482,0.0,0.0,2,0,4,1,2,7,8,0,0,5,1934.0,1,1.0,400.0,3,3,2,0,0,254,0,0,0,0,8,4,0.12192513368983957,211.71428571428572,1482,0,0,0,0,1,1536.5,2154.0,1310400.0,167972.27864583334,140000.0
6,4,60.0,10440,1,0,1,3,3,4,17,2,0,5,6,9,1904,2002,1,1,8,8,2,0.0,3,3,2,3,3,1,1,0.0,1,650.0,650.0,1,4,2,5,958,581,0,1539,0.0,0.0,2,0,3,1,4,8,8,1,1,5,1983.0,1,2.0,686.0,4,3,2,70,78,68,0,0,0,0,8,4,0.14741379310344827,192.375,1539,0,0,0,0,3,1374.0,2189.0,1301300.0,167972.27864583334,157500.0
8,3,82.0,9020,1,2,1,3,3,4,12,2,0,7,7,8,1966,1966,1,1,6,6,1,183.0,3,3,1,3,3,4,3,312.0,5,276.0,1127.0,1,3,2,5,1165,0,0,1165,1.0,0.0,1,1,3,1,3,6,8,0,0,1,1966.0,2,2.0,490.0,4,4,3,0,129,0,0,0,0,4,8,4,0.12915742793791574,194.16666666666666,1165,0,0,0,0,1,1200.0,2292.0,2215682.0,169922.21306818182,174900.0
10,3,80.0,8000,1,2,1,3,3,0,12,0,2,2,6,5,1961,1961,1,1,3,3,2,0.0,3,3,1,3,3,1,1,0.0,1,1800.0,1800.0,1,5,1,5,1800,0,0,1800,0.0,0.0,2,0,6,2,3,10,8,0,0,6,1961.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,8,4,0.225,180.0,0,1800,0,0,0,0,1200.0,3600.0,3529800.0,134296.59510869565,141000.0
4,4,100.0,12665,1,0,2,3,3,4,17,0,0,0,6,9,1915,1950,1,1,13,14,2,0.0,3,3,0,3,3,2,1,0.0,1,876.0,876.0,1,4,2,5,876,540,0,1416,0.0,0.0,1,1,4,1,3,7,8,1,4,5,1949.0,1,3.0,720.0,3,3,3,418,0,194,0,0,0,0,8,4,0.11180418476115278,202.28571428571428,1416,0,0,0,0,2,1374.0,2292.0,1708200.0,144524.603,153900.0
9,3,0.0,16647,1,2,2,3,3,1,19,5,0,6,6,6,1975,1981,1,1,6,6,2,0.0,3,3,1,4,3,4,5,1390.0,1,0.0,1390.0,1,3,2,5,1701,0,0,1701,1.0,0.0,2,0,3,1,3,6,6,2,3,2,1975.0,3,2.0,611.0,3,3,3,0,0,0,0,0,0,0,8,4,0.10218057307622995,283.5,1701,0,0,0,0,0,1052.0,3091.0,2753590.0,150187.15833333333,171000.0
5,3,75.0,9317,1,2,1,3,3,4,20,2,0,5,8,6,1993,1993,1,1,6,6,1,137.0,4,3,2,4,3,1,5,513.0,1,227.0,740.0,1,5,2,5,1006,769,0,1775,1.0,0.0,2,1,3,1,4,7,8,1,3,1,1993.0,1,2.0,425.0,3,3,3,234,72,192,0,0,0,0,8,4,0.1905119673714715,253.57142857142858,1775,0,0,0,0,3,1575.0,2515.0,1474820.0,237154.5760638298,213000.0
0,3,36.0,15523,1,2,2,3,3,1,5,2,0,2,6,7,1972,1972,1,1,6,10,2,0.0,3,3,1,3,3,3,4,460.0,1,404.0,864.0,1,5,2,5,864,0,0,864,1.0,0.0,1,0,3,1,3,5,8,1,2,1,1972.0,1,1.0,338.0,3,3,3,0,0,0,0,0,0,0,8,4,0.05565934419893062,172.8,864,0,0,0,0,0,1504.0,1728.0,1703808.0,185148.03074712644,133500.0
4,3,75.0,45600,1,2,3,0,3,4,4,2,0,0,7,9,1908,1997,1,1,13,14,2,0.0,3,3,0,3,3,1,1,0.0,1,907.0,907.0,1,3,2,5,1307,1051,0,2358,0.0,0.0,3,0,5,1,3,10,8,1,4,5,1908.0,1,2.0,360.0,2,3,3,486,40,0,0,175,0,0,8,4,0.05171052631578947,235.8,2358,0,0,0,0,3,1694.0,3265.0,1811279.0,144524.603,240000.0
8,3,80.0,9600,1,2,1,3,3,2,24,1,0,7,7,8,1976,1994,3,1,9,10,1,360.0,4,4,1,3,3,1,1,0.0,1,528.0,528.0,1,5,2,5,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,8,1,3,1,1976.0,2,2.0,512.0,3,3,3,113,100,0,0,0,0,0,8,4,0.19322916666666667,265.0,1855,0,0,0,0,2,1706.5,2383.0,1052832.0,169922.21306818182,187000.0
11,4,36.0,4435,1,2,1,3,3,4,5,2,4,2,7,6,2003,2003,1,1,12,13,1,170.0,4,3,2,4,3,3,6,659.0,1,189.0,848.0,1,5,2,5,848,0,0,848,1.0,0.0,1,0,1,1,4,3,8,0,0,1,2003.0,3,2.0,420.0,3,3,3,140,0,0,0,0,0,0,8,4,0.19120631341600902,282.6666666666667,0,0,0,848,0,1,1504.0,1696.0,1698544.0,202048.08269230768,131500.0
11,3,0.0,3196,1,2,1,3,3,4,0,2,4,2,9,6,2003,2003,1,1,12,13,1,40.0,4,3,2,4,3,4,1,0.0,1,1273.0,1273.0,1,5,2,5,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,8,1,3,1,2003.0,3,2.0,400.0,3,3,3,143,20,0,0,0,0,0,8,4,0.4555694618272841,208.0,0,0,0,1456,0,2,1455.5,2729.0,2549819.0,202048.08269230768,215000.0
7,3,53.0,7128,1,2,1,3,3,4,6,2,0,4,8,6,1941,1950,1,1,8,8,2,0.0,3,4,1,3,3,1,3,364.0,1,554.0,918.0,1,4,2,5,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,8,2,4,5,1941.0,1,1.0,240.0,3,3,3,0,0,0,0,126,0,3,8,4,0.2309203142536476,235.14285714285714,1646,0,0,0,0,1,1648.0,2564.0,1790100.0,207539.02884615384,164000.0
8,3,0.0,12095,1,2,2,3,3,0,12,2,0,7,7,7,1964,1964,1,1,8,6,1,115.0,3,4,1,3,3,4,3,564.0,1,563.0,1127.0,1,3,2,5,1445,0,0,1445,0.0,0.0,1,1,3,1,3,7,8,1,2,1,1964.0,2,2.0,645.0,3,3,3,180,0,0,0,0,0,3,8,4,0.1194708557255064,206.42857142857142,1445,0,0,0,0,1,1200.0,2572.0,2213428.0,169922.21306818182,158000.0
0,3,102.0,17920,1,2,1,3,3,4,19,2,0,2,6,5,1955,1974,3,1,13,10,2,0.0,3,3,1,3,3,2,5,306.0,3,372.0,1763.0,1,3,2,5,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,8,1,4,1,1955.0,1,2.0,454.0,3,3,3,0,418,0,0,312,0,0,8,0,0.09927455357142857,296.5,1779,0,0,0,0,2,1052.0,3542.0,3480162.0,185148.03074712644,170000.0
0,3,0.0,6897,1,2,2,3,3,0,19,2,0,2,6,9,1962,2010,1,1,6,6,2,0.0,3,4,1,3,3,1,5,659.0,1,381.0,1040.0,1,5,2,5,1040,0,0,1040,1.0,0.0,1,1,3,1,3,6,8,0,0,5,1962.0,1,1.0,260.0,3,3,3,0,104,0,0,0,0,0,8,4,0.1507901986370886,173.33333333333334,1040,0,0,0,0,1,1052.0,2080.0,2090400.0,185148.03074712644,127000.0
8,3,0.0,10970,1,2,2,2,3,4,5,2,0,7,7,7,1978,1978,1,1,9,6,2,0.0,3,3,1,4,4,4,6,505.0,2,0.0,940.0,1,3,2,5,1026,0,0,1026,1.0,0.0,1,0,3,1,3,5,8,0,0,5,1981.0,1,2.0,576.0,3,2,3,0,0,34,0,0,0,3,8,4,0.0935278030993619,205.2,1026,0,0,0,0,1,1504.0,1966.0,1859320.0,169922.21306818182,147000.0
5,3,65.0,8125,1,2,1,3,3,4,8,2,0,5,7,6,1994,1995,1,1,6,6,2,0.0,3,3,2,4,3,1,1,0.0,1,702.0,702.0,1,4,2,5,702,779,0,1481,0.0,0.0,2,1,3,1,3,6,8,1,3,1,1994.0,3,2.0,343.0,3,3,3,0,36,0,0,0,0,0,8,4,0.1822769230769231,246.83333333333334,1481,0,0,0,0,1,1560.0,2183.0,1400490.0,237154.5760638298,174000.0
0,3,80.0,10400,1,2,1,3,3,4,14,2,0,2,8,6,1976,1976,1,1,6,6,1,189.0,3,3,1,4,3,1,1,0.0,1,1090.0,1090.0,1,3,2,5,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,8,1,3,1,1976.0,2,2.0,479.0,3,3,3,0,0,0,0,0,0,3,8,3,0.13173076923076923,228.33333333333334,1370,0,0,0,0,0,1632.0,2460.0,2153840.0,185148.03074712644,152000.0
5,3,0.0,11029,1,2,2,3,3,0,14,3,0,5,7,8,1968,1984,1,1,6,6,1,220.0,3,3,1,3,3,2,4,619.0,1,435.0,1054.0,1,3,2,5,1512,1142,0,2654,1.0,0.0,2,1,4,1,4,9,8,1,4,1,1968.0,1,2.0,619.0,3,3,3,0,65,0,0,222,0,0,8,4,0.2406383171638408,294.8888888888889,2654,0,0,0,0,2,1632.0,3708.0,2091136.0,237154.5760638298,250000.0
4,3,55.0,7642,1,2,1,3,3,0,6,2,0,0,8,9,1918,1998,1,1,13,14,2,0.0,4,3,0,3,3,1,1,0.0,1,912.0,912.0,1,4,2,5,912,514,0,1426,0.0,0.0,1,1,3,1,4,7,8,1,4,5,1925.0,1,1.0,216.0,3,3,3,0,240,0,0,0,0,4,8,4,0.18660036639623134,203.71428571428572,1426,0,0,0,0,1,1648.0,2338.0,1822176.0,144524.603,189950.0
15,3,75.0,11625,1,2,1,3,3,4,19,2,1,2,6,5,1965,1965,3,1,9,6,2,0.0,3,3,2,3,3,2,4,841.0,1,198.0,1039.0,1,5,2,5,1039,0,0,1039,1.0,0.0,1,1,3,1,3,6,8,0,0,1,1965.0,1,2.0,504.0,3,3,3,0,0,0,0,0,0,0,8,4,0.0893763440860215,173.16666666666666,0,0,0,0,0,0,1052.0,2078.0,2041635.0,132796.295,131500.0
0,3,81.0,9672,1,2,1,3,3,0,20,2,0,2,7,6,1984,1985,3,1,6,10,2,0.0,3,3,2,4,3,1,6,338.0,1,702.0,1040.0,1,3,2,5,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,8,0,0,1,1986.0,1,2.0,480.0,3,3,3,0,0,0,0,0,0,4,8,4,0.11342018196856907,182.83333333333334,1097,0,0,0,0,0,1575.0,2137.0,2064400.0,185148.03074712644,152000.0
0,3,70.0,7931,1,2,1,3,3,4,12,2,0,2,6,6,1959,1959,3,1,3,10,2,0.0,3,3,1,3,3,1,4,1148.0,1,0.0,1148.0,1,3,2,5,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1959.0,1,1.0,672.0,3,3,3,0,0,0,0,0,0,4,8,4,0.14474845542806708,191.33333333333334,1148,0,0,0,0,0,1200.0,2296.0,2248932.0,185148.03074712644,132500.0
0,1,72.0,8640,1,2,1,3,3,4,21,2,0,2,8,6,2007,2008,1,1,12,13,2,0.0,4,3,2,5,3,1,1,0.0,1,1372.0,1372.0,1,5,2,5,1372,0,0,1372,0.0,0.0,2,0,3,1,4,6,8,0,0,1,2008.0,3,2.0,529.0,3,3,3,0,140,0,0,0,0,0,6,5,0.1587962962962963,228.66666666666666,1372,0,0,0,0,1,1555.0,2744.0,2754976.0,185148.03074712644,250580.0
0,3,0.0,8750,1,2,2,3,3,4,12,2,0,2,6,7,1970,1970,1,1,8,8,1,76.0,3,3,1,3,3,1,4,828.0,1,174.0,1002.0,1,3,2,5,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,8,0,0,5,1973.0,1,2.0,902.0,3,3,3,0,0,0,0,0,0,3,8,4,0.11451428571428571,200.4,1002,0,0,0,0,0,1200.0,2004.0,1973940.0,185148.03074712644,148500.0
0,3,67.0,10656,1,2,2,1,3,4,23,2,0,2,9,6,2006,2007,1,1,12,13,3,274.0,4,3,2,4,3,3,1,0.0,1,1638.0,1638.0,1,5,2,5,1646,0,0,1646,0.0,0.0,2,0,3,1,4,6,8,1,4,1,2007.0,2,3.0,870.0,3,3,3,192,80,0,0,0,0,0,6,5,0.15446696696696696,274.3333333333333,1646,0,0,0,0,2,1650.5,3284.0,3287466.0,185148.03074712644,248900.0
0,3,85.0,6970,1,2,1,3,3,0,19,1,0,2,5,6,1961,1961,1,1,12,13,2,0.0,3,3,1,3,3,1,5,932.0,1,108.0,1040.0,1,3,2,5,1120,0,0,1120,1.0,0.0,1,1,3,1,2,5,8,0,0,1,1961.0,2,2.0,544.0,3,3,3,168,0,0,0,0,0,0,8,4,0.1606886657101865,224.0,1120,0,0,0,0,1,1052.0,2160.0,2039440.0,185148.03074712644,129000.0
5,3,0.0,14762,1,2,3,3,3,0,8,1,0,5,6,7,1948,1950,1,1,9,10,2,0.0,3,3,3,0,0,0,0,0.0,0,0.0,0.0,1,4,2,5,1547,720,53,2320,0.0,0.0,2,0,2,1,3,7,8,1,3,1,1979.0,1,2.0,672.0,3,3,2,120,144,0,0,0,0,0,8,4,0.15716027638531363,323.85714285714283,2320,0,0,0,0,2,1560.0,2320.0,0.0,237154.5760638298,169000.0
5,3,80.0,9938,1,2,1,3,3,4,20,2,0,5,8,6,1993,1994,1,1,8,8,1,246.0,4,3,2,4,3,1,6,750.0,1,300.0,1050.0,1,5,2,5,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,8,1,3,1,1993.0,3,2.0,574.0,3,3,3,156,90,0,0,0,0,4,8,4,0.19611591869591466,243.625,1949,0,0,0,0,2,1575.0,2999.0,2093700.0,237154.5760638298,236000.0
0,3,60.0,6600,1,2,1,3,3,4,12,4,0,2,6,6,1962,1962,3,1,8,8,2,0.0,3,3,1,3,3,1,1,0.0,1,894.0,894.0,1,4,1,5,894,0,0,894,0.0,0.0,1,0,2,1,3,5,8,0,0,5,1962.0,1,1.0,308.0,3,3,3,0,0,0,0,0,0,0,8,4,0.13545454545454547,178.8,894,0,0,0,0,0,1200.0,1788.0,1754028.0,185148.03074712644,109500.0
5,3,70.0,8750,1,2,1,3,3,4,5,2,0,5,7,6,1998,1998,1,1,12,13,1,116.0,3,3,2,4,3,1,6,505.0,1,299.0,804.0,1,5,2,5,804,878,0,1682,0.0,0.0,2,1,3,1,4,7,8,0,0,1,1998.0,2,2.0,523.0,3,3,3,0,77,0,0,0,0,0,8,4,0.19222857142857142,240.28571428571428,1682,0,0,0,0,1,1504.0,2486.0,1606392.0,237154.5760638298,200500.0
0,3,74.0,8892,1,2,1,3,3,0,12,2,0,2,6,8,1953,1996,1,1,14,15,2,0.0,4,3,4,3,3,3,1,0.0,1,105.0,105.0,1,4,2,5,910,0,0,910,0.0,0.0,1,0,3,1,4,5,8,0,0,1,1953.0,1,2.0,414.0,3,3,3,196,0,150,0,0,0,2,8,4,0.1023391812865497,182.0,910,0,0,0,0,2,1200.0,1015.0,209580.0,185148.03074712644,116000.0
2,3,60.0,12144,1,2,1,3,3,4,12,2,0,2,6,8,1949,1950,1,1,6,6,2,0.0,4,3,1,3,3,1,3,375.0,1,457.0,832.0,1,4,2,5,1036,0,232,1268,0.0,0.0,1,0,3,1,3,6,8,1,4,1,1949.0,1,1.0,288.0,3,3,3,0,28,0,0,0,0,0,8,4,0.1044137022397892,172.66666666666666,1268,0,0,0,0,1,1200.0,2100.0,1622400.0,197335.79166666666,133000.0
4,4,52.0,5720,1,2,1,3,3,4,17,0,0,0,6,7,1941,1950,1,1,13,14,2,0.0,3,3,1,3,3,1,1,0.0,1,676.0,676.0,1,5,2,5,676,455,0,1131,0.0,0.0,1,1,3,1,3,5,8,0,0,5,1941.0,1,1.0,200.0,3,3,3,26,0,0,0,0,0,0,8,0,0.19772727272727272,226.2,1131,0,0,0,0,1,1374.0,1807.0,1318200.0,144524.603,66500.0
5,1,75.0,9000,1,2,1,3,3,4,21,2,0,5,9,6,2007,2007,1,1,5,5,2,0.0,4,3,2,4,3,3,6,64.0,1,1120.0,1184.0,1,5,2,5,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,8,1,4,3,2007.0,3,2.0,550.0,3,3,3,208,364,0,0,0,0,0,6,5,0.29,237.27272727272728,2610,0,0,0,0,2,1555.0,3794.0,2376288.0,237154.5760638298,303477.0
0,3,94.0,25286,1,2,1,1,3,4,11,2,0,2,5,6,1963,1963,1,1,6,10,2,0.0,3,3,2,3,3,4,5,633.0,1,431.0,1064.0,1,4,2,5,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,8,0,0,1,1963.0,1,2.0,648.0,3,3,3,0,0,0,0,0,0,0,8,4,0.04112947876295183,208.0,1040,0,0,0,0,0,1282.0,2104.0,2088632.0,187659.19966611633,132250.0
5,3,74.0,8834,1,2,1,3,3,4,16,2,0,5,10,6,2004,2005,3,1,12,13,3,216.0,4,3,2,5,3,1,6,1170.0,1,292.0,1462.0,1,5,2,5,1462,762,0,2224,1.0,0.0,2,1,4,1,5,10,8,1,4,1,2004.0,3,3.0,738.0,3,3,3,184,0,0,0,0,0,0,8,4,0.2517545845596559,222.4,2224,0,0,0,0,1,1832.0,3686.0,2931310.0,241622.66663976532,350000.0
9,3,88.0,11782,1,2,2,3,3,4,19,2,0,6,6,8,1961,1995,1,1,6,6,2,0.0,3,3,1,3,3,3,5,899.0,1,210.0,1109.0,1,3,2,5,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,6,0,0,5,1987.0,1,2.0,576.0,3,3,3,192,0,0,0,0,0,3,8,4,0.09803089458496012,192.5,1155,0,0,0,0,1,1052.0,2264.0,2212455.0,148928.4505942788,148000.0
0,3,0.0,7000,1,2,2,3,3,1,5,2,0,2,6,9,1978,2005,1,1,12,13,1,90.0,4,4,1,3,3,1,5,646.0,1,218.0,864.0,1,5,2,5,864,0,0,864,1.0,0.0,1,0,3,1,3,6,8,0,0,1,1978.0,1,1.0,336.0,3,3,3,0,0,0,0,0,0,2,8,4,0.12342857142857143,144.0,864,0,0,0,0,0,1504.0,1728.0,1732320.0,187659.19966611633,136500.0
0,3,60.0,7024,1,2,1,3,3,4,7,2,0,2,6,6,2005,2006,1,1,12,13,2,0.0,3,3,2,5,4,1,5,980.0,1,110.0,1090.0,1,4,2,5,1090,0,0,1090,1.0,0.0,1,1,2,1,3,5,8,0,0,1,2005.0,3,2.0,450.0,3,3,3,0,49,0,0,0,0,0,8,4,0.15518223234624146,218.0,1090,0,0,0,0,1,1195.5,2180.0,2186540.0,187659.19966611633,157000.0
4,3,44.0,13758,1,2,2,3,3,1,23,2,0,0,8,6,1990,1991,1,1,6,6,1,117.0,4,4,1,4,3,2,2,902.0,1,254.0,1156.0,1,5,2,5,1187,530,0,1717,0.0,0.0,2,1,3,1,4,7,8,1,3,1,1990.0,2,2.0,400.0,3,3,3,168,36,0,0,0,0,0,8,4,0.12480011629597325,245.28571428571428,1717,0,0,0,0,2,1650.5,2873.0,2301596.0,145762.9062818408,187500.0
5,3,0.0,9636,1,2,2,3,3,0,8,2,0,5,7,6,1992,1993,1,1,12,13,2,0.0,3,3,2,4,3,1,1,0.0,1,808.0,808.0,1,4,2,5,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,8,1,3,3,1993.0,2,2.0,389.0,3,3,3,342,40,0,0,0,0,3,8,4,0.1653175591531756,227.57142857142858,1593,0,0,0,0,2,1560.0,2401.0,1610344.0,241622.66663976532,178000.0
7,3,60.0,6204,1,2,1,0,3,4,18,2,0,3,5,6,1912,1950,1,1,13,14,2,0.0,4,3,2,3,2,1,1,0.0,1,795.0,795.0,1,3,1,5,954,795,481,2230,1.0,0.0,1,0,5,1,3,10,8,0,0,5,1997.0,1,1.0,440.0,3,4,3,0,188,0,0,0,0,0,8,4,0.3594455190199871,174.9,2230,0,0,0,0,1,1536.5,3025.0,1550250.0,196425.57734018267,118500.0
0,3,65.0,7150,1,2,1,3,3,4,12,2,0,2,6,6,1967,1967,1,1,6,6,1,60.0,3,3,1,3,3,1,4,432.0,1,460.0,892.0,1,3,2,5,892,0,0,892,0.0,0.0,1,0,3,1,3,5,8,0,0,1,1967.0,2,1.0,288.0,3,3,3,0,0,0,0,0,0,2,8,4,0.12475524475524476,178.4,892,0,0,0,0,0,1200.0,1784.0,1754564.0,187659.19966611633,100000.0
11,1,50.0,5119,1,2,2,3,3,1,21,2,4,2,10,6,1999,2000,1,1,8,8,1,60.0,4,3,2,5,3,3,6,1238.0,1,460.0,1698.0,1,5,2,5,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,8,1,3,1,1999.0,3,2.0,506.0,3,3,3,97,65,0,0,0,0,0,1,0,0.33385426841179916,341.8,0,0,0,1709,0,2,1555.0,3407.0,3396000.0,201862.82861253805,328900.0
10,3,70.0,8393,1,2,1,3,3,0,12,2,2,2,6,6,1959,2005,1,1,8,8,1,122.0,3,3,1,3,3,1,2,528.0,1,1098.0,1626.0,1,5,2,5,1712,0,0,1712,0.0,0.0,2,0,4,2,3,8,8,0,0,1,2005.0,3,2.0,588.0,3,3,3,272,54,0,0,0,0,0,8,3,0.20397950673180032,214.0,0,1712,0,0,0,2,1200.0,3338.0,3260130.0,134829.01833618723,145000.0
4,3,59.0,16466,1,2,2,3,3,4,7,2,0,0,6,8,1955,1955,1,1,8,8,2,0.0,3,4,2,3,3,1,1,0.0,1,816.0,816.0,1,3,2,5,872,521,0,1393,0.0,0.0,1,1,3,1,3,8,8,0,0,1,1955.0,1,1.0,300.0,3,3,3,121,0,0,0,265,0,0,8,4,0.08459856674359285,174.125,1393,0,0,0,0,2,1195.5,2209.0,1595280.0,145762.9062818408,135500.0
0,3,95.0,15865,1,2,2,3,3,4,12,2,0,2,9,7,1970,1970,0,5,13,14,2,0.0,4,4,2,3,4,4,5,351.0,3,1043.0,2217.0,1,5,2,5,2217,0,0,2217,1.0,0.0,2,0,4,1,4,8,8,1,3,1,1970.0,1,2.0,621.0,3,3,3,81,207,0,0,224,0,0,8,4,0.13974156949259375,277.125,2217,0,0,0,0,3,1200.0,4434.0,4367490.0,187659.19966611633,268000.0
0,3,128.0,12160,1,2,1,3,3,4,12,1,0,2,7,5,1953,1953,3,1,13,14,1,90.0,3,3,1,3,3,1,4,1024.0,1,481.0,1505.0,1,5,2,5,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,8,1,3,1,1953.0,2,2.0,505.0,3,3,3,0,0,0,162,0,0,0,8,4,0.12376644736842106,250.83333333333334,1505,0,0,0,0,1,1200.0,3010.0,2939265.0,187659.19966611633,149500.0
4,3,60.0,8064,1,2,1,3,3,0,12,0,0,0,6,8,1949,2006,1,1,8,8,2,0.0,3,4,1,3,3,2,1,0.0,1,672.0,672.0,1,5,2,5,672,252,0,924,0.0,0.0,1,0,3,1,3,6,8,1,1,5,2003.0,1,2.0,576.0,3,3,3,0,0,0,0,0,0,3,8,4,0.11458333333333333,154.0,924,0,0,0,0,0,1200.0,1596.0,1348032.0,145762.9062818408,122900.0
5,3,70.0,11184,1,2,1,3,3,4,19,2,0,5,7,6,1978,1978,3,1,6,6,1,92.0,3,3,1,3,3,1,2,226.0,3,192.0,918.0,1,4,2,5,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,8,1,3,1,1978.0,2,2.0,440.0,3,3,3,243,0,0,0,0,0,0,8,4,0.15048283261802575,240.42857142857142,1683,0,0,0,0,1,1052.0,2601.0,1815804.0,241622.66663976532,172500.0
